Age,Education_num,Race,Sex,Hours_per_week,>50k,Class_ind,Occupation_ind
52,4,White,0,60,0,1,1
40,13,White,0,44,1,1,1
36,15,White,1,15,1,1,1
41,15,White,0,58,1,1,1
25,9,Black,0,36,0,1,1
26,14,White,0,10,0,1,1
59,13,White,0,40,0,1,1
56,13,Black,0,50,0,1,1
21,9,White,1,20,0,1,1
45,9,White,0,70,0,1,1
18,9,White,0,12,0,1,1
20,10,White,0,12,0,1,1
42,12,White,0,45,0,1,1
41,9,White,0,40,1,1,1
40,9,White,0,45,1,1,1
28,10,Black,1,72,0,1,1
47,9,White,1,40,0,1,1
31,7,White,0,40,0,1,1
56,14,White,0,60,0,1,1
34,16,White,0,50,1,1,1
49,14,White,0,42,1,1,1
63,12,White,0,40,1,1,1
38,3,White,0,48,0,1,1
44,16,White,0,20,0,1,1
56,9,White,0,40,1,1,1
30,10,White,0,40,0,1,1
38,14,White,0,60,1,1,1
51,5,White,1,38,0,1,1
30,13,White,0,40,1,1,1
56,11,White,0,70,0,1,1
50,7,White,1,40,0,1,1
54,9,White,0,45,0,1,1
46,9,Black,0,40,1,1,1
27,9,White,0,40,0,1,1
46,13,Asian-Pac-Islander,0,40,0,1,1
60,9,Black,0,40,0,1,1
42,10,Black,0,40,1,1,1
36,6,White,1,40,0,1,1
30,9,Black,0,40,0,1,1
43,14,White,1,50,0,1,1
29,10,White,0,40,0,1,1
45,10,White,1,35,0,0,0
22,10,White,1,30,0,1,1
46,9,White,0,40,0,1,1
28,15,White,1,65,0,1,1
44,13,White,0,45,1,1,1
30,13,White,0,45,0,1,1
17,7,Black,0,18,0,1,1
23,7,White,1,40,0,1,1
34,9,White,0,50,0,1,1
33,7,White,1,30,0,1,1
24,13,White,1,37,0,1,1
32,10,White,0,40,0,1,1
41,13,White,0,40,1,1,1
44,13,White,0,38,0,1,1
48,13,White,0,60,0,1,1
36,10,Black,0,40,1,1,1
39,13,Asian-Pac-Islander,0,45,1,1,1
34,9,Black,0,36,0,1,1
35,14,White,1,40,0,1,1
30,10,White,0,30,0,1,1
33,9,White,1,50,0,1,1
35,13,White,0,40,1,1,1
30,14,White,1,65,0,1,1
45,9,White,1,40,0,1,1
37,9,Amer-Indian-Eskimo,0,40,0,1,1
61,2,White,1,18,0,0,0
36,10,Amer-Indian-Eskimo,1,40,0,1,1
31,12,White,0,45,0,1,1
38,6,White,0,40,1,1,1
32,13,Asian-Pac-Islander,0,45,0,1,1
23,10,White,1,24,0,1,1
22,10,White,0,40,0,1,1
38,9,White,0,50,0,1,1
45,9,White,1,40,0,0,0
40,13,White,0,50,1,1,1
38,9,White,0,40,1,1,1
29,7,Black,0,20,0,1,1
67,14,White,0,10,0,0,0
52,9,White,1,99,1,1,1
52,13,White,0,40,1,1,1
44,9,White,1,50,1,1,1
61,13,White,0,40,1,0,0
25,4,White,1,40,0,1,1
25,13,White,1,15,0,1,1
33,9,White,0,40,0,1,1
56,2,Black,0,40,0,1,1
24,10,White,0,25,0,1,1
58,9,White,1,24,0,1,1
33,14,White,1,40,0,1,1
20,10,White,0,40,0,1,1
55,13,White,1,40,0,1,1
22,2,White,0,40,0,1,1
30,4,White,0,40,0,0,0
38,9,White,1,40,0,1,1
19,10,White,0,50,0,1,1
20,9,White,1,35,0,1,1
24,10,White,0,24,0,1,1
30,9,White,0,40,1,1,1
25,13,White,1,40,0,1,1
21,9,Amer-Indian-Eskimo,0,40,0,1,1
42,9,White,0,40,0,1,1
53,10,White,0,30,0,1,1
38,13,White,0,50,0,1,1
40,10,White,0,40,0,1,1
51,9,White,0,40,0,1,1
36,11,White,1,45,1,1,1
21,10,White,1,25,0,1,1
49,13,White,0,65,0,1,1
52,9,Black,1,40,0,1,1
33,15,White,1,55,1,1,1
27,13,White,1,40,0,1,1
45,14,White,0,40,1,1,1
45,9,Black,0,48,0,1,1
27,10,White,0,40,0,1,1
41,2,White,0,43,0,1,1
30,9,White,0,40,0,1,1
24,10,White,0,45,0,1,1
35,9,White,0,60,1,1,1
48,10,White,1,40,0,1,1
42,15,White,0,99,1,1,1
46,6,White,0,40,1,1,1
24,10,Black,1,41,0,1,1
39,13,White,1,30,1,1,1
27,10,White,0,40,0,1,1
41,9,White,1,30,0,1,1
46,16,Asian-Pac-Islander,0,40,1,1,1
44,14,White,0,50,1,1,1
43,9,White,1,48,1,1,1
31,14,Asian-Pac-Islander,1,25,1,1,1
17,6,White,0,15,0,1,1
25,10,White,0,2,0,0,0
31,10,White,0,40,1,1,1
38,14,White,1,20,1,1,1
38,10,White,0,50,0,1,1
69,6,White,1,17,0,1,1
60,13,White,0,40,1,1,1
34,14,White,0,40,1,1,1
50,13,White,0,40,1,1,1
31,9,Black,0,40,0,1,1
26,13,Asian-Pac-Islander,1,75,1,1,1
36,10,White,0,40,1,1,1
23,9,White,0,40,0,1,1
17,7,White,1,20,0,1,1
30,10,Asian-Pac-Islander,1,40,0,1,1
54,9,White,1,40,0,1,1
35,9,Amer-Indian-Eskimo,0,40,0,1,1
58,4,White,1,40,0,1,1
33,10,White,0,34,0,1,1
30,9,White,0,40,0,1,1
21,7,White,0,45,0,1,1
26,9,White,0,40,0,1,1
29,9,White,0,40,0,1,1
45,8,Black,0,40,0,1,1
40,14,Black,0,55,1,1,1
31,9,White,1,34,0,1,1
47,14,White,1,40,1,1,1
59,10,White,0,40,0,0,0
21,10,Other,0,20,0,0,0
45,9,White,0,70,0,1,1
30,14,White,0,50,1,1,1
52,13,White,0,60,1,1,1
68,9,White,0,40,0,1,1
66,13,White,0,20,0,1,1
26,13,White,0,40,0,1,1
43,10,White,0,40,1,1,1
20,9,White,1,40,0,0,0
36,14,White,0,35,0,1,1
22,10,White,1,30,0,0,0
21,10,White,0,45,0,0,0
20,10,White,1,10,0,1,1
53,9,White,0,80,0,1,1
30,13,White,0,40,1,1,1
38,14,White,0,45,1,1,1
21,10,White,1,20,0,1,1
47,13,White,1,50,0,1,1
61,9,White,1,40,0,1,1
49,13,White,0,40,0,1,1
44,14,White,0,50,0,1,1
23,9,White,0,40,0,1,1
49,10,White,0,25,0,1,1
56,9,White,1,40,0,1,1
62,14,White,1,35,0,1,1
77,9,White,1,40,1,1,1
17,6,White,0,20,0,0,0
34,6,White,0,40,0,1,1
33,9,Black,0,40,0,1,1
25,11,White,0,40,0,1,1
33,5,White,0,50,0,1,1
21,9,White,1,40,0,1,1
51,3,Black,1,40,0,1,1
22,9,White,1,30,0,0,0
45,13,White,0,40,1,1,1
35,13,White,0,45,1,1,1
33,10,Black,0,50,1,1,1
28,9,Black,1,25,0,1,1
58,13,White,0,55,1,1,1
64,9,White,0,60,1,1,1
37,9,Black,1,35,0,1,1
28,9,White,1,30,0,1,1
22,10,White,1,25,0,1,1
59,9,White,1,40,0,1,1
35,6,White,1,60,0,1,1
46,13,White,0,40,0,1,1
31,13,Asian-Pac-Islander,1,40,0,1,1
23,9,White,0,40,0,1,1
76,15,White,0,25,1,1,1
46,13,White,0,40,1,1,1
50,9,White,0,30,0,1,1
26,12,White,0,50,0,1,1
19,9,White,1,24,0,1,1
35,9,White,0,56,0,1,1
61,7,White,0,36,0,1,1
41,13,White,0,40,0,1,1
31,13,White,0,40,1,1,1
32,9,White,0,40,0,1,1
41,14,White,0,50,1,1,1
38,9,White,0,60,0,1,1
58,13,Amer-Indian-Eskimo,1,40,0,1,1
17,7,White,0,20,0,0,0
62,5,White,1,35,0,1,1
25,9,White,1,40,0,1,1
34,14,Other,1,40,0,1,1
23,12,White,1,12,0,1,1
18,7,White,0,40,0,0,0
61,4,White,0,40,0,0,0
36,9,White,0,40,0,1,1
47,10,White,0,40,0,1,1
46,4,White,1,30,0,1,1
23,9,White,1,40,0,1,1
28,13,White,0,42,0,1,1
23,13,White,0,45,0,1,1
31,10,White,0,45,1,1,1
49,9,Black,1,40,1,1,1
33,10,White,0,40,0,1,1
27,10,White,0,49,0,1,1
33,3,White,0,40,0,1,1
35,13,White,1,40,0,1,1
19,10,White,0,16,0,1,1
31,9,White,0,40,0,1,1
55,10,Black,1,40,0,1,1
33,9,White,1,40,0,1,1
67,13,White,1,16,1,0,0
19,10,Black,0,35,0,1,1
25,7,White,0,40,0,1,1
38,9,White,1,10,0,1,1
39,13,White,0,40,1,1,1
77,14,White,0,25,0,0,0
43,9,Black,1,40,0,1,1
30,9,White,0,35,0,1,1
41,5,White,0,40,0,1,1
60,9,White,1,40,0,1,1
38,13,White,0,35,1,1,1
20,9,White,1,30,0,1,1
34,10,White,0,40,0,1,1
17,6,White,0,40,0,1,1
45,13,White,0,45,1,1,1
31,14,White,1,40,0,1,1
54,10,Black,1,55,1,1,1
41,9,Black,0,30,0,1,1
19,9,White,1,40,0,1,1
51,9,White,1,40,0,1,1
42,9,White,1,40,0,1,1
63,4,White,0,40,0,1,1
35,9,White,1,20,0,1,1
19,10,White,0,15,0,1,1
29,10,White,0,40,0,1,1
58,9,White,1,43,0,1,1
37,13,White,1,48,0,1,1
28,13,White,0,40,1,1,1
52,3,White,0,45,0,1,1
51,8,Black,0,40,0,1,1
34,10,White,1,40,0,0,0
28,10,White,0,40,0,1,1
43,10,White,0,40,0,1,1
32,13,White,1,40,1,1,1
40,10,White,1,40,1,1,1
35,4,White,0,40,0,1,1
44,10,Black,0,40,0,1,1
56,10,White,0,45,1,1,1
44,10,White,0,2,0,1,1
27,10,White,0,38,0,1,1
56,10,White,1,35,0,0,0
52,13,Black,1,40,0,1,1
27,13,White,1,40,0,1,1
35,12,White,0,80,1,1,1
32,10,White,0,40,0,1,1
34,10,White,0,86,1,1,1
34,9,White,0,40,0,1,1
31,10,White,1,40,0,1,1
55,13,Black,0,40,1,1,1
45,9,White,1,38,0,1,1
43,13,White,0,40,1,1,1
38,13,Other,0,40,1,1,1
56,5,Black,1,40,0,1,1
40,12,White,0,60,0,1,1
55,9,White,1,40,0,1,1
52,15,White,1,44,1,1,1
28,3,Other,1,40,0,1,1
19,9,White,1,36,0,1,1
19,9,White,0,35,0,1,1
24,10,White,0,24,0,1,1
48,9,White,0,48,0,1,1
29,11,Black,0,40,0,1,1
54,10,White,1,20,0,1,1
26,10,White,0,40,1,1,1
58,10,White,0,60,1,1,1
37,15,White,0,50,1,1,1
41,9,Black,0,40,0,1,1
65,10,White,1,20,0,1,1
43,4,Black,0,40,0,1,1
33,13,White,0,40,1,1,1
55,9,White,0,46,1,1,1
32,9,White,0,46,1,1,1
56,9,White,0,40,0,1,1
29,11,White,0,40,0,1,1
34,9,White,1,20,0,1,1
39,9,Black,0,50,0,1,1
56,9,White,0,40,0,1,1
33,13,White,1,10,0,1,1
51,1,White,0,30,0,1,1
47,13,White,0,50,1,1,1
22,9,White,0,40,0,1,1
58,9,Asian-Pac-Islander,0,80,1,1,1
25,9,White,0,40,0,1,1
34,9,White,0,40,1,1,1
34,13,White,0,50,1,1,1
35,9,Amer-Indian-Eskimo,1,40,0,1,1
36,10,White,0,40,1,1,1
70,10,White,0,24,0,0,0
41,9,White,1,60,0,1,1
46,13,White,0,50,1,1,1
38,13,White,0,35,1,1,1
47,13,White,0,38,1,1,1
43,1,Black,0,40,0,1,1
39,9,Black,0,45,1,1,1
29,13,White,0,40,1,1,1
47,13,White,1,60,1,1,1
37,10,White,0,40,0,1,1
19,10,White,1,30,0,1,1
67,5,White,1,20,0,1,1
40,13,White,0,40,1,1,1
53,9,White,0,40,0,1,1
31,9,Black,0,37,0,1,1
56,9,White,0,38,0,1,1
47,9,White,1,40,0,1,1
37,9,White,0,50,0,1,1
31,9,White,0,40,1,1,1
42,10,White,1,14,0,0,0
44,10,White,1,55,0,1,1
33,10,White,0,40,1,1,1
22,10,White,0,35,0,1,1
52,8,Black,0,40,0,1,1
33,13,White,0,43,0,1,1
31,11,White,0,40,0,1,1
75,9,White,0,40,0,1,1
50,9,White,0,40,0,1,1
36,9,White,0,40,0,1,1
58,11,White,1,40,0,1,1
20,5,White,0,40,0,1,1
36,10,White,1,32,0,1,1
26,12,White,1,40,0,1,1
58,14,Amer-Indian-Eskimo,1,40,0,1,1
57,9,White,1,45,0,1,1
46,14,White,0,50,1,1,1
29,14,Asian-Pac-Islander,1,42,0,1,1
42,15,White,0,40,1,1,1
34,10,White,0,40,1,1,1
57,10,White,0,50,0,1,1
35,13,White,0,40,0,1,1
36,10,White,0,56,0,1,1
46,13,White,0,40,0,1,1
39,9,White,0,50,0,1,1
25,9,White,0,65,0,1,1
43,10,White,0,40,1,1,1
26,7,Black,0,40,0,1,1
46,14,White,0,60,1,1,1
27,9,White,0,40,0,1,1
35,9,White,0,40,0,1,1
68,9,White,0,24,1,1,1
52,10,White,1,36,0,1,1
26,11,White,0,50,0,1,1
27,10,White,0,46,0,1,1
52,14,White,0,40,1,1,1
54,4,White,1,40,0,1,1
29,9,White,0,40,0,1,1
39,10,White,1,40,0,1,1
38,10,White,0,45,1,1,1
19,9,White,0,30,0,1,1
22,10,White,0,40,0,1,1
58,10,White,0,60,1,1,1
39,12,Black,1,40,0,1,1
20,10,White,0,40,0,1,1
26,10,White,1,40,0,1,1
22,9,White,0,45,0,1,1
31,11,White,0,40,0,1,1
42,13,White,0,40,1,1,1
53,9,Black,0,40,0,1,1
32,9,White,0,40,0,1,1
33,9,Black,1,40,0,1,1
36,14,White,1,40,1,1,1
39,9,White,0,40,0,1,1
33,10,White,0,40,0,1,1
33,9,White,0,35,0,1,1
47,13,White,1,40,0,1,1
31,11,White,0,40,0,1,1
18,8,White,1,16,0,1,1
51,9,White,0,16,0,1,1
34,13,Black,1,38,0,1,1
39,10,Black,1,48,0,1,1
42,10,White,0,35,1,1,1
17,6,Black,0,6,0,0,0
27,3,White,0,40,0,1,1
20,10,White,0,35,0,0,0
33,15,White,1,40,0,1,1
62,14,White,0,48,1,0,0
27,10,White,0,40,0,1,1
45,13,White,0,50,1,1,1
19,9,Asian-Pac-Islander,0,20,0,1,1
40,9,White,1,40,1,1,1
43,9,White,0,40,0,1,1
60,9,White,0,35,1,1,1
42,10,White,0,50,0,1,1
28,9,Black,0,40,0,1,1
50,10,White,0,60,1,1,1
27,9,White,0,45,0,1,1
25,9,White,0,40,0,1,1
53,9,White,0,43,1,1,1
24,9,White,0,40,0,1,1
40,2,Other,0,40,0,1,1
28,9,White,0,60,0,1,1
36,9,Asian-Pac-Islander,0,25,0,0,0
46,13,White,0,60,1,1,1
19,10,Asian-Pac-Islander,1,40,0,1,1
23,10,White,1,40,0,1,1
55,9,White,0,40,0,1,1
48,5,White,0,40,0,1,1
45,9,White,0,40,0,1,1
55,13,White,0,40,1,1,1
36,11,White,0,50,0,1,1
35,9,White,1,31,0,1,1
31,9,White,0,50,1,1,1
17,7,White,0,7,0,1,1
31,12,White,1,40,1,1,1
51,13,White,1,40,0,1,1
20,9,White,0,40,0,1,1
32,6,White,0,16,0,1,1
34,9,Amer-Indian-Eskimo,0,40,0,1,1
37,9,Black,0,45,0,1,1
55,9,White,0,35,0,1,1
32,11,White,0,50,0,1,1
49,9,White,0,48,0,1,1
54,9,White,1,40,1,1,1
62,13,White,0,40,1,1,1
18,9,White,1,35,0,1,1
49,10,White,0,40,1,1,1
26,5,White,0,40,0,1,1
59,13,White,0,20,1,1,1
48,9,Black,0,40,0,1,1
21,10,White,1,11,0,1,1
31,10,White,0,60,1,1,1
37,10,White,0,40,0,1,1
38,9,White,0,60,0,1,1
28,11,White,1,3,0,1,1
39,9,White,0,50,0,1,1
30,13,White,1,35,1,1,1
71,13,White,0,20,0,1,1
37,9,White,0,60,1,1,1
53,9,White,1,40,0,1,1
39,13,White,0,40,1,1,1
34,12,White,0,35,0,1,1
34,9,White,0,62,0,1,1
21,10,White,0,40,0,1,1
53,10,Other,0,60,1,1,1
46,14,White,0,40,1,1,1
23,13,White,1,10,0,1,1
50,11,White,1,20,0,1,1
30,9,Black,0,40,0,1,1
32,9,White,0,50,0,1,1
23,13,White,0,30,0,1,1
53,14,White,0,35,1,1,1
41,15,White,1,45,0,1,1
42,13,White,0,50,1,1,1
38,9,White,0,65,0,1,1
45,9,White,0,44,0,1,1
56,10,White,1,40,0,1,1
36,13,White,0,40,1,1,1
65,9,White,0,40,0,1,1
41,13,White,0,50,1,1,1
42,4,Black,1,40,0,1,1
43,13,Asian-Pac-Islander,0,50,1,1,1
22,9,White,0,60,0,1,1
51,13,White,0,37,1,1,1
21,9,Black,1,30,0,1,1
32,10,White,1,55,0,1,1
19,10,White,0,40,0,1,1
53,9,White,0,39,1,1,1
43,5,White,0,50,1,1,1
17,5,White,1,30,0,1,1
46,14,White,0,50,1,1,1
45,13,White,0,50,1,1,1
52,9,White,0,40,0,1,1
37,12,White,0,50,0,1,1
18,7,White,0,20,0,1,1
53,13,White,1,40,0,1,1
45,14,White,0,40,1,1,1
37,9,White,1,40,0,1,1
19,7,Amer-Indian-Eskimo,0,43,0,1,1
25,10,White,0,40,0,1,1
57,14,White,0,40,0,1,1
19,10,White,1,40,0,1,1
45,10,White,0,50,1,1,1
54,9,White,0,50,0,1,1
29,10,White,1,34,0,1,1
32,9,White,0,60,0,1,1
49,9,White,1,40,0,1,1
34,14,White,0,60,1,1,1
46,14,Black,1,35,0,1,1
43,6,White,1,40,0,1,1
32,15,White,0,55,1,1,1
58,11,White,0,40,0,0,0
67,5,White,0,40,0,1,1
24,9,White,0,40,0,1,1
19,10,White,1,25,0,0,0
42,13,White,0,50,1,1,1
32,10,White,0,40,0,1,1
59,4,White,0,40,0,1,1
34,10,White,0,60,0,1,1
24,9,Black,1,40,0,1,1
21,10,White,1,12,0,1,1
36,10,White,1,40,0,1,1
38,9,White,1,4,0,0,0
53,13,White,1,50,1,1,1
24,10,White,0,40,0,1,1
38,10,Black,1,50,0,1,1
51,10,White,0,40,0,1,1
42,10,Black,0,50,1,1,1
22,10,White,1,30,0,1,1
53,10,White,1,40,0,1,1
51,7,White,0,48,1,1,1
65,15,White,0,40,0,1,1
40,7,White,0,50,0,1,1
39,11,White,0,40,1,1,1
54,9,White,0,45,0,1,1
24,9,Black,0,40,0,1,1
32,9,White,0,40,0,1,1
40,13,White,1,40,0,1,1
36,13,White,0,55,1,1,1
47,9,White,0,40,0,0,0
40,13,Black,1,40,0,1,1
41,13,White,0,40,1,1,1
38,9,White,0,40,0,1,1
36,10,Asian-Pac-Islander,1,70,0,1,1
64,9,Black,1,40,0,1,1
47,4,White,1,38,0,1,1
22,10,White,1,20,0,1,1
48,11,White,1,40,0,1,1
45,7,White,0,70,0,1,1
58,9,Black,1,40,0,1,1
48,11,White,0,40,0,1,1
49,9,White,1,45,0,1,1
34,8,White,0,40,0,1,1
43,13,Black,1,40,1,1,1
50,9,White,1,30,0,1,1
31,10,White,1,55,0,1,1
31,9,White,0,40,0,1,1
57,9,White,0,40,0,1,1
33,10,White,0,56,1,1,1
52,7,White,0,32,0,1,1
43,13,White,0,40,1,1,1
30,13,White,1,60,0,1,1
54,9,White,0,40,0,1,1
36,13,White,0,40,1,1,1
43,9,White,1,47,1,1,1
35,13,White,0,40,0,1,1
56,9,White,1,37,0,1,1
34,14,White,0,50,0,1,1
19,9,White,0,40,0,0,0
51,9,White,0,35,0,1,1
39,13,Black,0,50,1,1,1
59,9,White,1,38,0,1,1
46,7,Black,0,48,0,1,1
39,6,White,0,40,0,1,1
67,10,White,0,40,0,1,1
38,10,White,0,42,0,1,1
70,4,White,0,40,0,0,0
22,10,Amer-Indian-Eskimo,1,40,0,1,1
30,13,White,0,40,1,1,1
39,9,White,0,40,0,1,1
21,10,White,1,40,0,0,0
78,5,White,0,40,0,0,0
43,13,White,0,40,1,1,1
47,13,White,0,40,1,1,1
20,8,White,1,40,0,1,1
52,9,White,0,40,1,1,1
50,11,White,0,65,0,1,1
34,9,White,0,25,0,1,1
45,11,White,0,40,0,1,1
51,9,White,0,40,1,1,1
38,9,White,0,80,0,1,1
30,11,White,0,40,0,1,1
19,9,White,1,20,0,1,1
37,14,White,0,45,0,1,1
38,9,White,0,50,1,1,1
27,11,White,0,50,1,1,1
17,7,White,1,20,0,0,0
32,12,White,0,40,0,1,1
23,13,White,1,40,0,1,1
26,9,White,1,40,0,1,1
24,13,White,1,40,0,1,1
35,10,White,1,50,0,1,1
57,13,White,0,40,1,1,1
40,13,White,0,40,0,1,1
32,9,Black,0,38,0,1,1
53,11,White,0,50,1,1,1
23,9,White,1,15,1,1,1
54,13,White,0,25,0,1,1
21,10,White,0,40,0,1,1
26,7,White,0,40,0,1,1
29,6,White,0,43,0,1,1
38,10,White,0,50,0,1,1
19,7,White,0,18,0,1,1
28,10,Asian-Pac-Islander,0,48,0,0,0
40,10,White,0,50,1,1,1
21,9,Asian-Pac-Islander,1,20,0,0,0
37,3,White,0,45,0,1,1
41,11,White,0,40,1,1,1
47,3,White,1,32,0,1,1
35,9,White,1,40,0,1,1
39,12,White,0,40,0,1,1
29,10,White,0,55,1,1,1
29,14,White,0,40,0,1,1
54,13,Black,0,40,0,1,1
24,9,White,1,40,0,1,1
32,9,White,0,50,1,1,1
47,9,White,0,50,1,1,1
36,13,White,0,60,0,1,1
63,5,White,0,50,0,1,1
25,13,White,1,40,0,1,1
36,10,White,0,40,1,1,1
40,13,White,0,60,0,1,1
23,9,White,1,40,0,1,1
38,5,White,0,45,1,1,1
24,10,White,1,20,0,0,0
53,9,White,0,52,1,1,1
60,16,White,1,30,0,1,1
35,9,White,1,40,0,1,1
33,13,White,1,40,1,1,1
21,9,White,0,40,0,1,1
23,6,White,1,20,0,0,0
18,7,White,0,35,0,1,0
45,11,Asian-Pac-Islander,1,40,1,1,1
37,12,White,1,40,0,1,1
60,10,White,1,40,0,1,1
21,10,White,1,35,0,1,1
37,11,White,0,50,1,1,1
41,9,White,0,40,0,1,1
30,9,White,0,40,0,1,1
29,9,White,0,40,0,1,1
18,7,White,1,15,0,0,0
61,16,White,0,55,1,1,1
30,13,White,0,25,0,1,1
41,9,White,0,45,0,1,1
29,11,White,1,40,0,1,1
28,11,White,0,45,1,1,1
53,13,White,0,40,1,1,1
73,16,White,0,28,1,1,1
25,6,Black,0,35,0,1,1
30,9,White,0,40,0,1,1
38,10,White,0,40,1,1,1
51,9,White,1,40,0,1,1
23,13,Asian-Pac-Islander,1,52,0,1,1
73,16,White,0,2,0,1,1
37,10,White,1,30,0,1,1
72,13,White,1,28,0,1,1
30,10,Black,1,40,0,1,1
23,13,White,0,40,0,1,1
27,6,White,0,40,0,1,1
22,9,White,0,43,0,1,1
28,13,White,0,50,1,1,1
30,9,White,0,42,1,1,1
21,7,White,0,40,0,1,1
35,13,White,0,40,1,1,1
42,13,White,0,50,0,1,1
31,10,White,0,40,0,1,1
29,9,Asian-Pac-Islander,1,40,0,1,1
35,9,White,1,40,0,1,1
27,13,Asian-Pac-Islander,1,10,0,0,0
26,10,White,1,28,0,1,1
45,11,White,0,40,0,1,1
27,10,White,1,40,0,1,1
39,13,White,1,50,1,1,1
71,13,White,1,40,0,1,1
22,10,White,1,25,0,1,1
51,6,White,0,50,0,1,1
48,11,White,1,30,0,1,1
48,9,White,0,40,0,1,1
21,9,White,1,64,0,1,1
55,9,White,1,10,0,1,1
33,9,White,0,60,0,1,1
35,9,White,0,50,1,1,1
22,9,White,0,40,0,1,1
22,10,White,1,35,0,1,1
33,4,White,1,30,0,0,0
19,10,White,1,30,0,1,1
23,4,White,0,40,0,1,1
29,9,White,1,55,0,1,1
75,10,White,1,36,1,1,1
54,5,Amer-Indian-Eskimo,1,15,0,1,1
60,15,White,0,40,1,0,0
90,10,White,0,10,0,1,1
34,9,Black,1,70,0,1,1
20,9,Black,1,40,0,1,1
24,9,White,1,38,0,1,1
24,13,White,1,45,0,1,1
45,10,Black,0,40,0,1,1
29,14,White,1,40,1,1,1
47,9,White,0,40,1,1,1
24,9,White,1,50,0,1,1
29,9,White,0,35,0,1,1
46,10,White,0,40,1,1,1
66,14,White,1,20,0,1,1
41,12,Black,0,40,1,1,1
32,9,White,0,40,1,1,1
51,5,White,0,45,0,1,1
29,9,White,0,40,0,1,1
29,9,White,0,40,0,1,1
39,9,Black,0,40,0,1,1
65,14,White,0,40,1,1,1
57,14,White,0,70,0,1,1
40,9,White,0,40,0,1,1
60,9,White,1,40,0,1,1
46,14,White,0,40,1,1,1
19,9,White,1,40,0,1,1
47,12,White,1,55,1,1,1
39,5,White,1,40,0,1,1
32,9,Black,1,40,0,0,0
30,9,White,0,65,0,1,1
20,9,White,0,25,0,1,1
20,8,White,1,35,0,0,0
62,9,White,0,44,0,1,1
44,9,White,1,40,0,0,0
38,9,White,0,50,1,1,1
58,14,White,0,40,1,1,1
44,13,White,0,50,1,1,1
45,14,White,0,50,1,1,1
27,10,White,0,38,0,1,1
51,11,White,1,48,0,1,1
52,14,White,0,40,1,1,1
34,9,White,1,40,0,1,1
41,9,White,1,40,0,1,1
30,10,White,0,40,0,1,1
44,10,Black,0,38,1,1,1
28,9,Black,0,40,0,1,1
41,9,White,0,40,0,1,1
60,9,Black,0,40,0,1,1
44,9,White,0,50,1,1,1
40,9,White,1,40,0,1,1
41,9,White,0,40,0,1,1
49,11,White,0,30,0,1,1
26,9,White,0,60,0,1,1
33,9,White,1,32,0,1,1
62,13,White,1,35,0,1,1
45,10,Black,0,40,1,1,1
52,16,White,1,35,1,1,1
26,9,White,0,40,0,1,1
47,9,White,0,40,1,1,1
41,14,White,1,40,0,1,1
38,9,White,0,50,1,1,1
32,14,White,0,40,1,1,1
65,13,White,1,40,0,0,0
50,9,White,0,40,0,1,1
32,9,White,0,65,0,1,1
19,9,White,0,40,0,1,1
33,9,White,0,60,0,1,1
34,2,White,0,40,0,1,1
60,6,White,1,40,0,1,1
25,13,White,1,40,0,1,1
47,7,Black,0,40,0,1,1
24,9,White,0,40,0,1,1
38,14,White,1,40,1,1,1
37,13,Asian-Pac-Islander,0,73,1,1,1
19,10,White,0,25,0,1,1
24,14,Asian-Pac-Islander,0,40,0,1,1
52,9,White,0,84,0,1,1
87,9,White,1,3,0,0,0
27,9,White,1,40,0,1,1
46,9,White,0,40,1,1,1
33,10,White,0,48,1,1,1
45,9,Black,1,50,0,1,1
35,11,White,0,40,0,1,1
58,7,Black,0,60,0,1,1
45,14,Black,1,50,1,1,1
41,13,White,0,45,0,1,1
40,9,White,0,20,0,1,1
36,11,White,0,40,0,1,1
65,9,White,0,40,0,1,1
20,9,White,0,35,0,1,1
30,10,White,1,40,0,1,1
60,13,White,0,30,0,0,0
52,13,White,0,38,1,1,1
26,16,Black,0,20,0,1,1
35,11,White,0,45,0,1,1
45,10,White,1,45,0,1,1
45,11,White,0,45,1,1,1
40,10,White,0,40,0,1,1
31,12,White,0,45,0,1,1
60,16,White,0,50,1,1,1
47,13,White,0,45,1,0,0
39,13,White,0,40,0,1,1
33,13,White,0,45,1,1,1
31,12,Black,0,46,0,1,1
21,10,White,0,40,0,1,1
30,9,White,0,45,0,1,1
33,9,White,0,40,0,1,1
35,10,White,1,30,0,1,1
53,4,White,1,80,0,1,1
65,13,White,0,40,1,1,1
45,9,White,0,40,1,1,1
25,11,White,1,40,0,1,1
43,10,White,0,40,1,1,1
36,4,White,1,40,0,1,1
37,13,White,1,50,0,1,1
33,10,Black,0,40,0,1,1
48,10,White,1,40,0,1,1
19,10,White,0,30,0,0,0
46,9,White,0,50,1,1,1
21,9,White,0,40,0,1,1
62,13,White,0,55,1,1,1
50,9,White,1,40,1,1,1
33,13,White,0,46,0,1,1
40,9,White,0,40,0,1,1
38,11,White,0,25,0,1,1
28,9,Asian-Pac-Islander,0,45,0,1,1
48,14,White,0,40,1,1,1
52,9,White,0,47,0,1,1
44,10,White,0,72,0,1,1
25,9,White,1,40,0,1,1
59,13,Black,0,38,1,1,1
35,9,White,0,40,0,1,1
26,9,White,0,40,0,1,1
27,9,White,0,40,0,1,1
44,15,White,0,50,1,1,1
